item328,28.99,desc328,
item329,29.99,desc329,
item330,30.99,desc330,
item331,31.99,desc331,
item332,32.99,desc332,
item333,33.99,desc333,
item334,34.99,desc334,
item335,35.99,desc335,
item336,36.99,desc336,
item337,37.99,desc337,
item338,38.99,desc338,
item339,39.99,desc339,
item340,40.99,desc340,
item341,41.99,desc341,
item342,42.99,desc342,
item343,43.99,desc343,
item344,44.99,desc344,
item345,45.99,desc345,
item346,46.99,desc346,
item347,47.99,desc347,
item348,48.99,desc348,
item349,49.99,desc349,
item350,50.99,desc350,
item351,51.99,desc351,
item352,52.99,desc352,
item353,53.99,desc353,
item354,54.99,desc354,
item355,55.99,desc355,
item356,56.99,desc356,
item357,57.99,desc357,
item358,58.99,desc358,
item359,59.99,desc359,
item360,60.99,desc360,
item361,61.99,desc361,
item362,62.99,desc362,
item363,63.99,desc363,
item364,64.99,desc364,
item365,65.99,desc365,
item366,66.99,desc366,
item367,67.99,desc367,
item368,68.99,desc368,
item369,69.99,desc369,
item370,70.99,desc370,
item371,71.99,desc371,
item372,72.99,desc372,
item373,73.99,desc373,
item374,74.99,desc374,
item375,75.99,desc375,
item376,76.99,desc376,
item377,77.99,desc377,
item378,78.99,desc378,
item379,79.99,desc379,
item380,80.99,desc380,
item381,81.99,desc381,
item382,82.99,desc382,
item383,83.99,desc383,
item384,84.99,desc384,
item385,85.99,desc385,
item386,86.99,desc386,
item387,87.99,desc387,
item388,88.99,desc388,
item389,89.99,desc389,
item390,90.99,desc390,
item391,91.99,desc391,
item392,92.99,desc392,
item393,93.99,desc393,
item394,94.99,desc394,
item395,95.99,desc395,
item396,96.99,desc396,
item397,97.99,desc397,
item398,98.99,desc398,
item399,99.99,desc399,
item400,0.99,desc400,
item401,1.99,desc401,
item402,2.99,desc402,
item403,3.99,desc403,
item404,4.99,desc404,
item405,5.99,desc405,
item406,6.99,desc406,
item407,7.99,desc407,
item408,8.99,desc408,
item409,9.99,desc409,
item410,10.99,desc410,
item411,11.99,desc411,
item412,12.99,desc412,
item413,13.99,desc413,
item414,14.99,desc414,
item415,15.99,desc415,
item416,16.99,desc416,
item417,17.99,desc417,
item418,18.99,desc418,
item419,19.99,desc419,
item420,20.99,desc420,
item421,21.99,desc421,
item422,22.99,desc422,
item423,23.99,desc423,
item424,24.99,desc424,
item425,25.99,desc425,
item426,26.99,desc426,
item427,27.99,desc427,
item428,28.99,desc428,
item429,29.99,desc429,
item430,30.99,desc430,
item431,31.99,desc431,
item432,32.99,desc432,
item433,33.99,desc433,
item434,34.99,desc434,
item435,35.99,desc435,
item436,36.99,desc436,
item437,37.99,desc437,
item438,38.99,desc438,
item439,39.99,desc439,
item440,40.99,desc440,
item441,41.99,desc441,
item442,42.99,desc442,
item443,43.99,desc443,
item444,44.99,desc444,
item445,45.99,desc445,
item446,46.99,desc446,
item447,47.99,desc447,
item448,48.99,desc448,
item449,49.99,desc449,
item450,50.99,desc450,
item451,51.99,desc451,
item452,52.99,desc452,
item453,53.99,desc453,
item454,54.99,desc454,
item455,55.99,desc455,
item456,56.99,desc456,
item457,57.99,desc457,
item458,58.99,desc458,
item459,59.99,desc459,
item460,60.99,desc460,
item461,61.99,desc461,
item462,62.99,desc462,
item463,63.99,desc463,
item464,64.99,desc464,
item465,65.99,desc465,
item466,66.99,desc466,
item467,67.99,desc467,
item468,68.99,desc468,
item469,69.99,desc469,
item470,70.99,desc470,
item471,71.99,desc471,
item472,72.99,desc472,
item473,73.99,desc473,
item474,74.99,desc474,
item475,75.99,desc475,
item476,76.99,desc476,
item477,77.99,desc477,
item478,78.99,desc478,
item479,79.99,desc479,
item480,80.99,desc480,
item481,81.99,desc481,
item482,82.99,desc482,
item483,83.99,desc483,
item484,84.99,desc484,
item485,85.99,desc485,
item486,86.99,desc486,
item487,87.99,desc487,
item488,88.99,desc488,
item489,89.99,desc489,
item490,90.99,desc490,
item491,91.99,desc491,
item492,92.99,desc492,
item493,93.99,desc493,
item494,94.99,desc494,
item495,95.99,desc495,
item496,96.99,desc496,
item497,97.99,desc497,
item498,98.99,desc498,
item499,99.99,desc499,
item500,0.99,desc500,
item501,1.99,desc501,
item502,2.99,desc502,
item503,3.99,desc503,
item504,4.99,desc504,
item505,5.99,desc505,
item506,6.99,desc506,
item507,7.99,desc507,
item508,8.99,desc508,
item509,9.99,desc509,
item510,10.99,desc510,
item511,11.99,desc511,
item512,12.99,desc512,
item513,13.99,desc513,
item514,14.99,desc514,
item515,15.99,desc515,
item516,16.99,desc516,
item517,17.99,desc517,
item518,18.99,desc518,
item519,19.99,desc519,
item520,20.99,desc520,
item521,21.99,desc521,
item522,22.99,desc522,
item523,23.99,desc523,
item524,24.99,desc524,
item525,25.99,desc525,
item526,26.99,desc526,
item527,27.99,desc527,
item528,28.99,desc528,
item529,29.99,desc529,
item530,30.99,desc530,
item531,31.99,desc531,
item532,32.99,desc532,
item533,33.99,desc533,
item534,34.99,desc534,
item535,35.99,desc535,
item536,36.99,desc536,
item537,37.99,desc537,
item538,38.99,desc538,
item539,39.99,desc539,
item540,40.99,desc540,
item541,41.99,desc541,
item542,42.99,desc542,
item543,43.99,desc543,
item544,44.99,desc544,
item545,45.99,desc545,
item546,46.99,desc546,
item547,47.99,desc547,
item548,48.99,desc548,
item549,49.99,desc549,
item550,50.99,desc550,
item551,51.99,desc551,
item552,52.99,desc552,
item553,53.99,desc553,
item554,54.99,desc554,
item555,55.99,desc555,
item556,56.99,desc556,
item557,57.99,desc557,
item558,58.99,desc558,
item559,59.99,desc559,
item560,60.99,desc560,
item561,61.99,desc561,
item562,62.99,desc562,
item563,63.99,desc563,
item564,64.99,desc564,
item565,65.99,desc565,
item566,66.99,desc566,
item567,67.99,desc567,
item568,68.99,desc568,
item569,69.99,desc569,
item570,70.99,desc570,
item571,71.99,desc571,
item572,72.99,desc572,
item573,73.99,desc573,
item574,74.99,desc574,
item575,75.99,desc575,
item576,76.99,desc576,
item577,77.99,desc577,
item578,78.99,desc578,
item579,79.99,desc579,
item580,80.99,desc580,
item581,81.99,desc581,
item582,82.99,desc582,
item583,83.99,desc583,
item584,84.99,desc584,
item585,85.99,desc585,
item586,86.99,desc586,
item587,87.99,desc587,
item588,88.99,desc588,
item589,89.99,desc589,
item590,90.99,desc590,
item591,91.99,desc591,
item592,92.99,desc592,
item593,93.99,desc593,
item594,94.99,desc594,
item595,95.99,desc595,
item596,96.99,desc596,
item597,97.99,desc597,
item598,98.99,desc598,
item599,99.99,desc599,
item600,0.99,desc600,
item601,1.99,desc601,
item602,2.99,desc602,
item603,3.99,desc603,
item604,4.99,desc604,
item605,5.99,desc605,
item606,6.99,desc606,
item607,7.99,desc607,
item608,8.99,desc608,
item609,9.99,desc609,
item610,10.99,desc610,
item611,11.99,desc611,
item612,12.99,desc612,
item613,13.99,desc613,
item614,14.99,desc614,
item615,15.99,desc615,
item616,16.99,desc616,
item617,17.99,desc617,
item618,18.99,desc618,
item619,19.99,desc619,
item620,20.99,desc620,
item621,21.99,desc621,
item622,22.99,desc622,
item623,23.99,desc623,
item624,24.99,desc624,
item625,25.99,desc625,
item626,26.99,desc626,
item627,27.99,desc627,
item628,28.99,desc628,
item629,29.99,desc629,
item630,30.99,desc630,
item631,31.99,desc631,
item632,32.99,desc632,
item633,33.99,desc633,
item634,34.99,desc634,
item635,35.99,desc635,
item636,36.99,desc636,
item637,37.99,desc637,
item638,38.99,desc638,
item639,39.99,desc639,
item640,40.99,desc640,
item641,41.99,desc641,
item642,42.99,desc642,
item643,43.99,desc643,
item644,44.99,desc644,
item645,45.99,desc645,
item646,46.99,desc646,
item647,47.99,desc647,
item648,48.99,desc648,
item649,49.99,desc649,
item650,50.99,desc650,
item651,51.99,desc651,
item652,52.99,desc652,
item653,53.99,desc653,
item654,54.99,desc654,
item655,55.99,desc655,
item656,56.99,desc656,
item657,57.99,desc657,
item658,58.99,desc658,
item659,59.99,desc659,
item660,60.99,desc660,
item661,61.99,desc661,
item662,62.99,desc662,
item663,63.99,desc663,
item664,64.99,desc664,
item665,65.99,desc665,
item666,66.99,desc666,
item667,67.99,desc667,
item668,68.99,desc668,
item669,69.99,desc669,
item670,70.99,desc670,
item671,71.99,desc671,
item672,72.99,desc672,
item673,73.99,desc673,
item674,74.99,desc674,
item675,75.99,desc675,
item676,76.99,desc676,
item677,77.99,desc677,
item678,78.99,desc678,
item679,79.99,desc679,
item680,80.99,desc680,
item681,81.99,desc681,
item682,82.99,desc682,
item683,83.99,desc683,
item684,84.99,desc684,
item685,85.99,desc685,
item686,86.99,desc686,
item687,87.99,desc687,
item688,88.99,desc688,
item689,89.99,desc689,
item690,90.99,desc690,
item691,91.99,desc691,
item692,92.99,desc692,
item693,93.99,desc693,
item694,94.99,desc694,
item695,95.99,desc695,
item696,96.99,desc696,
item697,97.99,desc697,
item698,98.99,desc698,
item699,99.99,desc699,
item700,0.99,desc700,
item701,1.99,desc701,
item702,2.99,desc702,
item703,3.99,desc703,
item704,4.99,desc704,
item705,5.99,desc705,
item706,6.99,desc706,
item707,7.99,desc707,
item708,8.99,desc708,
item709,9.99,desc709,
item710,10.99,desc710,
item711,11.99,desc711,
item712,12.99,desc712,
item713,13.99,desc713,
item714,14.99,desc714,
item715,15.99,desc715,
item716,16.99,desc716,
item717,17.99,desc717,
item718,18.99,desc718,
item719,19.99,desc719,
item720,20.99,desc720,
item721,21.99,desc721,
item722,22.99,desc722,
item723,23.99,desc723,
item724,24.99,desc724,
item725,25.99,desc725,
item726,26.99,desc726,
item727,27.99,desc727,
item728,28.99,desc728,
item729,29.99,desc729,
item730,30.99,desc730,
item731,31.99,desc731,
item732,32.99,desc732,
item733,33.99,desc733,
item734,34.99,desc734,
item735,35.99,desc735,
item736,36.99,desc736,
item737,37.99,desc737,
item738,38.99,desc738,
item739,39.99,desc739,
item740,40.99,desc740,
item741,41.99,desc741,
item742,42.99,desc742,
item743,43.99,desc743,
item744,44.99,desc744,
item745,45.99,desc745,
item746,46.99,desc746,
item747,47.99,desc747,
item748,48.99,desc748,
item749,49.99,desc749,
item750,50.99,desc750,
item751,51.99,desc751,
item752,52.99,desc752,
item753,53.99,desc753,
item754,54.99,desc754,
item755,55.99,desc755,
item756,56.99,desc756,
item757,57.99,desc757,
item758,58.99,desc758,
item759,59.99,desc759,
item760,60.99,desc760,
item761,61.99,desc761,
item762,62.99,desc762,
item763,63.99,desc763,
item764,64.99,desc764,
item765,65.99,desc765,
item766,66.99,desc766,
item767,67.99,desc767,
item768,68.99,desc768,
item769,69.99,desc769,
item770,70.99,desc770,
item771,71.99,desc771,
item772,72.99,desc772,
item773,73.99,desc773,
item774,74.99,desc774,
item775,75.99,desc775,
item776,76.99,desc776,
item777,77.99,desc777,
item778,78.99,desc778,
item779,79.99,desc779,
item780,80.99,desc780,
item781,81.99,desc781,
item782,82.99,desc782,
item783,83.99,desc783,
item784,84.99,desc784,
item785,85.99,desc785,
item786,86.99,desc786,
item787,87.99,desc787,
item788,88.99,desc788,
item789,89.99,desc789,
item790,90.99,desc790,
item791,91.99,desc791,
item792,92.99,desc792,
item793,93.99,desc793,
item794,94.99,desc794,
item795,95.99,desc795,
item796,96.99,desc796,
item797,97.99,desc797,
item798,98.99,desc798,
item799,99.99,desc799,
item800,0.99,desc800,
item801,1.99,desc801,
item802,2.99,desc802,
item803,3.99,desc803,
item804,4.99,desc804,
item805,5.99,desc805,
item806,6.99,desc806,
item807,7.99,desc807,
item808,8.99,desc808,
item809,9.99,desc809,
item810,10.99,desc810,
item811,11.99,desc811,
item812,12.99,desc812,
item813,13.99,desc813,
item814,14.99,desc814,
item815,15.99,desc815,
item816,16.99,desc816,
item817,17.99,desc817,
item818,18.99,desc818,
item819,19.99,desc819,
item820,20.99,desc820,
item821,21.99,desc821,
item822,22.99,desc822,
item823,23.99,desc823,
item824,24.99,desc824,
item825,25.99,desc825,
item826,26.99,desc826,
item827,27.99,desc827,
item828,28.99,desc828,
item829,29.99,desc829,
item830,30.99,desc830,
item831,31.99,desc831,
item832,32.99,desc832,
item833,33.99,desc833,
item834,34.99,desc834,
item835,35.99,desc835,
item836,36.99,desc836,
item837,37.99,desc837,
item838,38.99,desc838,
item839,39.99,desc839,
item840,40.99,desc840,
item841,41.99,desc841,
item842,42.99,desc842,
item843,43.99,desc843,
item844,44.99,desc844,
item845,45.99,desc845,
item846,46.99,desc846,
item847,47.99,desc847,
item848,48.99,desc848,
item849,49.99,desc849,
item850,50.99,desc850,
item851,51.99,desc851,
item852,52.99,desc852,
item853,53.99,desc853,
item854,54.99,desc854,
item855,55.99,desc855,
item856,56.99,desc856,
item857,57.99,desc857,
item858,58.99,desc858,
item859,59.99,desc859,
item860,60.99,desc860,
item861,61.99,desc861,
item862,62.99,desc862,
item863,63.99,desc863,
item864,64.99,desc864,
item865,65.99,desc865,
item866,66.99,desc866,
item867,67.99,desc867,
item868,68.99,desc868,
item869,69.99,desc869,
item870,70.99,desc870,
item871,71.99,desc871,
item872,72.99,desc872,
item873,73.99,desc873,
item874,74.99,desc874,
item875,75.99,desc875,
item876,76.99,desc876,
item877,77.99,desc877,
item878,78.99,desc878,
item879,79.99,desc879,
item880,80.99,desc880,
item881,81.99,desc881,
item882,82.99,desc882,
item883,83.99,desc883,
item884,84.99,desc884,
item885,85.99,desc885,
item886,86.99,desc886,
item887,87.99,desc887,
item888,88.99,desc888,
item889,89.99,desc889,
item890,90.99,desc890,
item891,91.99,desc891,
item892,92.99,desc892,
item893,93.99,desc893,
item894,94.99,desc894,
item895,95.99,desc895,
item896,96.99,desc896,
item897,97.99,desc897,
item898,98.99,desc898,
item899,99.99,desc899,
item900,0.99,desc900,
item901,1.99,desc901,
item902,2.99,desc902,
item903,3.99,desc903,
item904,4.99,desc904,
item905,5.99,desc905,
item906,6.99,desc906,
item907,7.99,desc907,
item908,8.99,desc908,
item909,9.99,desc909,
item910,10.99,desc910,
item911,11.99,desc911,
item912,12.99,desc912,
item913,13.99,desc913,
item914,14.99,desc914,
item915,15.99,desc915,
item916,16.99,desc916,
item917,17.99,desc917,
item918,18.99,desc918,
item919,19.99,desc919,
item920,20.99,desc920,
item921,21.99,desc921,
item922,22.99,desc922,
item923,23.99,desc923,
item924,24.99,desc924,
item925,25.99,desc925,
item926,26.99,desc926,
item927,27.99,desc927,
item928,28.99,desc928,
item929,29.99,desc929,
item930,30.99,desc930,
item931,31.99,desc931,
item932,32.99,desc932,
item933,33.99,desc933,
item934,34.99,desc934,
item935,35.99,desc935,
item936,36.99,desc936,
item937,37.99,desc937,
item938,38.99,desc938,
item939,39.99,desc939,
item940,40.99,desc940,
item941,41.99,desc941,
item942,42.99,desc942,
item943,43.99,desc943,
item944,44.99,desc944,
item945,45.99,desc945,
item946,46.99,desc946,
item947,47.99,desc947,
item948,48.99,desc948,
item949,49.99,desc949,
item950,50.99,desc950,
item951,51.99,desc951,
item952,52.99,desc952,
item953,53.99,desc953,
item954,54.99,desc954,
item955,55.99,desc955,
item956,56.99,desc956,
item957,57.99,desc957,
item958,58.99,desc958,
item959,59.99,desc959,
item960,60.99,desc960,
item961,61.99,desc961,
item962,62.99,desc962,
item963,63.99,desc963,
item964,64.99,desc964,
item965,65.99,desc965,
item966,66.99,desc966,
item967,67.99,desc967,
item968,68.99,desc968,
item969,69.99,desc969,
item970,70.99,desc970,
item971,71.99,desc971,
item972,72.99,desc972,
item973,73.99,desc973,
item974,74.99,desc974,
item975,75.99,desc975,
item976,76.99,desc976,
item977,77.99,desc977,
item978,78.99,desc978,
item979,79.99,desc979,
item980,80.99,desc980,
item981,81.99,desc981,
item982,82.99,desc982,
item983,83.99,desc983,
item984,84.99,desc984,
item985,85.99,desc985,
item986,86.99,desc986,
item987,87.99,desc987,
item988,88.99,desc988,
item989,89.99,desc989,
item990,90.99,desc990,
item991,91.99,desc991,
item992,92.99,desc992,
item993,93.99,desc993,
item994,94.99,desc994,
item995,95.99,desc995,
item996,96.99,desc996,
item997,97.99,desc997,
item998,98.99,desc998,
item999,99.99,desc999,
item1000,0.99,desc1000,
item1001,1.99,desc1001,
item1002,2.99,desc1002,
item1003,3.99,desc1003,
item1004,4.99,desc1004,
item1005,5.99,desc1005,
item1006,6.99,desc1006,
item1007,7.99,desc1007,
item1008,8.99,desc1008,
item1009,9.99,desc1009,
item1010,10.99,desc1010,
item1011,11.99,desc1011,
item1012,12.99,desc1012,
item1013,13.99,desc1013,
item1014,14.99,desc1014,
item1015,15.99,desc1015,
item1016,16.99,desc1016,
item1017,17.99,desc1017,
item1018,18.99,desc1018,
item1019,19.99,desc1019,
item1020,20.99,desc1020,
item1021,21.99,desc1021,
item1022,22.99,desc1022,
item1023,23.99,desc1023,
item1024,24.99,desc1024,
item1025,25.99,desc1025,
item1026,26.99,desc1026,
item1027,27.99,desc1027,
item1028,28.99,desc1028,
item1029,29.99,desc1029,
item1030,30.99,desc1030,
item1031,31.99,desc1031,
item1032,32.99,desc1032,
item1033,33.99,desc1033,
item1034,34.99,desc1034,
item1035,35.99,desc1035,
item1036,36.99,desc1036,
item1037,37.99,desc1037,
item1038,38.99,desc1038,
item1039,39.99,desc1039,
item1040,40.99,desc1040,
item1041,41.99,desc1041,
item1042,42.99,desc1042,
item1043,43.99,desc1043,
item1044,44.99,desc1044,
item1045,45.99,desc1045,
item1046,46.99,desc1046,
item1047,47.99,desc1047,
item1048,48.99,desc1048,
item1049,49.99,desc1049,
item1050,50.99,desc1050,
item1051,51.99,desc1051,
item1052,52.99,desc1052,
item1053,53.99,desc1053,
item1054,54.99,desc1054,
item1055,55.99,desc1055,
item1056,56.99,desc1056,
item1057,57.99,desc1057,
item1058,58.99,desc1058,
item1059,59.99,desc1059,
item1060,60.99,desc1060,
item1061,61.99,desc1061,
item1062,62.99,desc1062,
item1063,63.99,desc1063,
item1064,64.99,desc1064,
item1065,65.99,desc1065,
item1066,66.99,desc1066,
item1067,67.99,desc1067,
item1068,68.99,desc1068,
item1069,69.99,desc1069,
item1070,70.99,desc1070,
item1071,71.99,desc1071,
item1072,72.99,desc1072,
item1073,73.99,desc1073,
item1074,74.99,desc1074,
item1075,75.99,desc1075,
item1076,76.99,desc1076,
item1077,77.99,desc1077,
item1078,78.99,desc1078,
item1079,79.99,desc1079,
item1080,80.99,desc1080,
item1081,81.99,desc1081,
item1082,82.99,desc1082,
item1083,83.99,desc1083,
item1084,84.99,desc1084,
item1085,85.99,desc1085,
item1086,86.99,desc1086,
item1087,87.99,desc1087,
item1088,88.99,desc1088,
item1089,89.99,desc1089,
item1090,90.99,desc1090,
item1091,91.99,desc1091,
item1092,92.99,desc1092,
item1093,93.99,desc1093,
item1094,94.99,desc1094,
item1095,95.99,desc1095,
item1096,96.99,desc1096,
item1097,97.99,desc1097,
item1098,98.99,desc1098,
item1099,99.99,desc1099,
item1100,0.99,desc1100,
item1101,1.99,desc1101,
item1102,2.99,desc1102,
item1103,3.99,desc1103,
item1104,4.99,desc1104,
item1105,5.99,desc1105,
item1106,6.99,desc1106,
item1107,7.99,desc1107,
item1108,8.99,desc1108,
item1109,9.99,desc1109,
item1110,10.99,desc1110,
item1111,11.99,desc1111,
item1112,12.99,desc1112,
item1113,13.99,desc1113,
item1114,14.99,desc1114,
item1115,15.99,desc1115,
item1116,16.99,desc1116,
item1117,17.99,desc1117,
item1118,18.99,desc1118,
item1119,19.99,desc1119,
item1120,20.99,desc1120,
item1121,21.99,desc1121,
item1122,22.99,desc1122,
item1123,23.99,desc1123,
item1124,24.99,desc1124,
item1125,25.99,desc1125,
item1126,26.99,desc1126,
item1127,27.99,desc1127,
item1128,28.99,desc1128,
item1129,29.99,desc1129,
item1130,30.99,desc1130,
item1131,31.99,desc1131,
item1132,32.99,desc1132,
item1133,33.99,desc1133,
item1134,34.99,desc1134,
item1135,35.99,desc1135,
item1136,36.99,desc1136,
item1137,37.99,desc1137,
item1138,38.99,desc1138,
item1139,39.99,desc1139,
item1140,40.99,desc1140,
item1141,41.99,desc1141,
